,review,sentiment
356,it might as well have been problem child iv .,0
357,"feels like one of those contrived , only-in - hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk .",0
358,good ol' urban legend stuff .,1
359,"the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .",1
360,"home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do .",0
361,"if it 's possible for a sequel to outshine the original , then sl2 does just that .",1
362,"one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",1
363,"sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece .",0
364,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year 's most accomplished and riveting film performances .",1
365,"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .",0
366,he simply presents his point of view that ayurveda works .,1
367,"for all its surface frenzy , high crimes should be charged with loitering -- so much on view , so little to offer .",0
368,"like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .",0
369,it took 19 predecessors to get this ?,0
370,"... perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world .",0
371,"while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing .",1
372,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",1
373,begins as a promising meditation on one of america 's most durable obsessions but winds up as a slender cinematic stunt .,0
374,a yarn that respects the marvel version without becoming ensnared by it .,1
375,-lrb- howard -rrb- so good as leon barlow ... that he hardly seems to be acting .,1
376,the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology .,1
377,"but in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .",0
378,"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by .",1
379,"though ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention .",0
380,"the people in dogtown and z-boys are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next .",1
381,"reggio 's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad .",0
382,-lrb- fessenden -rrb- is much more into ambiguity and creating mood than he is for on screen thrills,1
383,if you can get past the fantastical aspects and harsh realities of `` the isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .,1
384,jacquot 's tosca is a treat .,1
385,you 're better off staying home and watching the x-files .,0
386,the drama is played out with such aching beauty and truth that it brings tears to your eyes .,1
387,the sequel has turned completely and irrevocably bizarre to the point of utter nonsense .,0
388,"divine secrets of the ya-ya sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",1
389,the subject of swinging still seems ripe for a documentary -- just not this one .,0
390,"the principals in this cast are all fine , but bishop and stevenson are standouts .",1
391,but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds .,1
392,the ending is a cop-out .,0
393,"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket -lrb- second prize , of course , two free tickets -rrb- to anyone who can locate a genuinely honest moment in their movie .",0
394,"no , it 's not nearly as good as any of its influences .",0
395,but he loses his focus when he concentrates on any single person .,0
396,bullock 's complete lack of focus and ability quickly derails the film,0
397,"say this for the soundtrack , it drowns out the lousy dialogue .",0
398,"all ends well , sort of , but the frenzied comic moments never click .",0
399,proves that a movie about goodness is not the same thing as a good movie .,0
400,"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",1
401,this formulaic chiller will do little to boost stallone 's career .,0
402,"like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated .",1
403,"accuracy and realism are terrific , but if your film becomes boring , and your dialogue is n't smart , then you need to use more poetic license .",0
